worker_id,date,temperature,humidity,rain_mm,precipitation_mm,aqi,uv_index,cloud_cover,severity_score,insurance_applicable,claim_amount
W5860,2026-01-02 17:04:20.064563,37.4,73.4,3.1,3.1,64,5.4,15.0,6.057999999999999,0,0.0
W5861,2025-08-06 17:04:20.064563,37.3,69.0,7.2,7.2,19,5.8,45.2,4.599999999999994,1,28.9
W5862,2025-06-10 17:04:20.064563,21.7,73.0,1.2,1.2,60,3.7,88.1,0.0,0,0.0
W5863,2024-03-28 17:04:20.064563,7.1,79.3,2.9,2.9,43,4.3,67.0,0.0,0,0.0
W5864,2024-10-10 17:04:20.064563,19.3,78.8,1.0,1.0,95,7.8,74.4,0.0,0,0.0
W5865,2026-01-19 17:04:20.064563,19.0,75.1,0.0,0.0,73,5.9,9.3,0.0,0,0.0
W5866,2025-08-30 17:04:20.064563,18.4,84.4,9.4,9.4,44,5.6,45.2,0.0,0,0.0
W5867,2025-01-04 17:04:20.064563,18.0,83.9,0.0,0.0,41,4.6,83.9,0.0,0,0.0
W5868,2024-10-03 17:04:20.064563,18.5,82.9,14.4,14.4,15,4.5,83.7,3.6,0,0.0
W5869,2024-04-21 17:04:20.064563,21.1,83.5,0.0,0.0,74,4.1,98.8,0.0,0,0.0
W5870,2025-11-21 17:04:20.064563,18.6,69.9,7.4,7.4,85,5.5,52.6,0.0,1,51.51
W5871,2025-08-22 17:04:20.064563,27.1,73.5,0.0,0.0,73,6.6,0.2,0.0,0,0.0
W5872,2025-08-28 17:04:20.064563,28.6,62.7,0.0,0.0,69,3.8,89.9,0.0,0,0.0
W5873,2026-03-03 17:04:20.064563,15.9,88.2,3.0,3.0,63,2.9,95.6,0.0,0,0.0
W5874,2024-11-10 17:04:20.064563,37.7,63.0,25.5,25.5,17,2.8,92.8,18.150000000000006,1,118.4
W5875,2025-12-07 17:04:20.064563,15.2,75.0,2.7,2.7,65,2.7,77.2,0.0,0,0.0
W5876,2024-09-07 17:04:20.064563,8.8,94.0,1.1,1.1,51,6.6,21.2,0.0,0,0.0
W5877,2026-02-06 17:04:20.064563,28.8,65.6,14.4,14.4,19,7.1,13.9,3.6,0,0.0
W5878,2024-04-23 17:04:20.064563,16.8,79.6,0.0,0.0,70,3.5,70.1,0.0,0,0.0
W5879,2025-03-21 17:04:20.064563,28.2,76.7,0.0,0.0,98,5.7,14.0,0.0,1,48.38
W5880,2024-11-17 17:04:20.064563,1.0,100.0,0.0,2.4,84,4.8,95.3,0.0,0,0.0
W5881,2026-01-17 17:04:20.064563,38.9,46.1,9.3,9.3,26,5.9,44.6,7.799999999999997,0,0.0
W5882,2024-03-18 17:04:20.064563,31.7,55.3,0.0,0.0,64,6.8,3.1,0.0,0,0.0
W5883,2024-08-26 17:04:20.064563,10.0,100.0,9.0,9.0,66,5.7,15.1,0.0,0,0.0
W5884,2024-06-14 17:04:20.064563,10.2,89.8,5.5,5.5,89,4.3,29.0,0.0,0,0.0
W5885,2024-12-25 17:04:20.064563,41.7,52.0,2.6,2.6,101,3.2,70.4,13.400000000000006,1,78.09
W5886,2025-05-01 17:04:20.064563,17.6,100.0,5.5,5.5,56,3.8,73.7,0.0,0,0.0
W5887,2025-03-14 17:04:20.064563,16.7,84.3,0.0,0.0,88,5.4,21.3,0.0,0,0.0
W5888,2026-02-01 17:04:20.064563,2.3,100.0,0.0,0.0,77,2.7,64.9,0.0,0,0.0
W5889,2025-04-26 17:04:20.064563,21.5,94.5,0.0,0.0,70,6.5,3.2,0.0,0,0.0
W5890,2025-05-07 17:04:20.064563,22.7,86.2,0.0,0.0,73,6.4,10.3,0.0,1,18.23
W5891,2025-11-08 17:04:20.064563,32.2,61.6,0.0,0.0,74,4.5,53.5,0.0,0,0.0
W5892,2024-10-09 17:04:20.064563,11.0,99.9,0.0,0.0,96,4.7,70.4,0.0,0,0.0
W5893,2025-08-30 17:04:20.064563,9.8,82.4,0.0,0.0,45,3.3,91.4,0.0,0,0.0
W5894,2024-04-02 17:04:20.064563,29.5,57.9,0.7,0.7,82,4.0,43.8,0.0,0,0.0
W5895,2026-03-08 17:04:20.064563,35.1,51.4,0.7,0.7,103,4.4,12.0,0.20000000000000284,0,0.0
W5896,2024-05-27 17:04:20.064563,9.3,100.0,0.0,0.0,103,2.1,92.9,0.0,0,0.0
W5897,2024-06-18 17:04:20.064563,35.8,48.2,0.0,0.0,86,3.5,43.7,1.5999999999999943,0,0.0
W5898,2025-10-01 17:04:20.064563,25.4,63.7,0.0,0.0,60,2.2,49.7,0.0,0,0.0
W5899,2025-01-03 17:04:20.064563,35.9,45.7,2.3,2.3,86,2.3,85.4,1.7999999999999972,0,0.0
W5900,2025-10-11 17:04:20.064563,24.3,79.2,0.0,0.0,102,1.7,58.6,0.0,0,0.0
W5901,2025-11-04 17:04:20.064563,-0.2,100.0,0.0,5.3,65,2.6,30.1,0.6000000000000001,0,0.0
W5902,2025-03-09 17:04:20.064563,23.5,85.6,9.6,9.6,64,4.0,54.1,0.0,0,0.0
W5903,2025-03-08 17:04:20.064563,35.6,63.3,0.0,0.0,72,3.8,62.5,1.2000000000000028,0,0.0
W5904,2024-12-26 17:04:20.064563,16.1,72.1,0.0,0.0,64,1.2,89.0,0.0,0,0.0
W5905,2024-11-04 17:04:20.064563,21.1,70.2,0.0,0.0,70,4.0,23.5,0.0,1,44.87
W5906,2025-11-28 17:04:20.064563,23.2,88.8,15.3,15.3,49,1.8,55.9,3.825,0,0.0
W5907,2024-10-03 17:04:20.064563,-4.0,100.0,0.0,2.8,59,1.1,92.0,12.0,1,159.55
W5908,2025-06-26 17:04:20.064563,41.7,59.3,0.1,0.1,55,4.4,4.5,13.400000000000006,1,145.03
W5909,2025-05-05 17:04:20.064563,16.0,84.5,0.0,0.0,60,1.6,19.5,0.0,0,0.0
W5910,2025-10-27 17:04:20.064563,30.1,55.2,0.0,0.0,84,0.6,34.6,0.0,0,0.0
W5911,2024-03-22 17:04:20.064563,24.1,70.8,0.0,0.0,48,1.1,67.8,0.0,0,0.0
W5912,2024-12-10 17:04:20.064563,37.6,44.0,2.8,2.8,28,0.9,84.2,5.200000000000003,1,53.42
W5913,2024-09-13 17:04:20.064563,29.1,60.8,0.0,0.0,105,1.9,19.9,0.0,0,0.0
W5914,2025-05-08 17:04:20.064563,22.7,78.0,0.0,0.0,58,0.3,24.7,0.0,0,0.0
W5915,2025-08-18 17:04:20.064563,16.1,91.0,13.2,13.2,48,1.7,82.3,3.3,1,40.03
W5916,2024-07-05 17:04:20.064563,33.0,44.6,0.0,0.0,97,3.8,14.8,0.0,0,0.0
W5917,2025-10-11 17:04:20.064563,6.3,100.0,0.0,0.0,50,2.0,26.1,0.0,0,0.0
W5918,2024-05-31 17:04:20.064563,31.5,56.9,0.0,0.0,50,0.9,73.3,0.0,0,0.0
W5919,2025-08-15 17:04:20.064563,14.0,82.5,0.0,0.0,66,2.2,16.6,0.0,0,0.0
W5920,2025-01-13 17:04:20.064563,37.5,55.0,10.8,10.8,77,1.0,82.8,7.7,1,85.36
W5921,2025-03-01 17:04:20.064563,26.6,64.6,7.7,7.7,63,1.1,49.1,0.0,0,0.0
W5922,2024-07-15 17:04:20.064563,31.4,76.7,5.8,5.8,67,0.9,44.8,0.4689999999999997,0,0.0
W5923,2025-08-25 17:04:20.064563,25.8,83.2,0.3,0.3,73,1.3,13.5,0.0,1,21.07
W5924,2024-12-06 17:04:20.064563,7.5,100.0,0.2,0.2,90,0.2,68.0,0.0,0,0.0
W5925,2025-09-19 17:04:20.064563,16.4,80.5,0.7,0.7,107,0.0,88.4,0.0,0,0.0
W5926,2025-10-27 17:04:20.064563,31.7,52.8,4.4,4.4,130,2.3,69.2,0.0,0,0.0
W5927,2024-11-29 17:04:20.064563,26.7,70.8,0.0,0.0,76,1.0,31.7,0.0,0,0.0
W5928,2026-02-26 17:04:20.064563,36.8,53.3,0.0,0.0,110,0.0,69.9,3.5999999999999943,0,0.0
W5929,2025-06-14 17:04:20.064563,29.0,60.4,0.0,0.0,99,0.6,51.0,0.0,0,0.0
W5930,2025-04-08 17:04:20.064563,15.3,75.2,1.7,1.7,81,0.0,85.4,0.0,0,0.0
W5931,2025-10-15 17:04:20.064563,17.0,84.0,0.9,0.9,33,0.4,46.0,0.0,0,0.0
W5932,2025-07-26 17:04:20.064563,26.0,66.9,9.5,9.5,53,0.7,23.7,0.0,0,0.0
W5933,2024-11-22 17:04:20.064563,1.9,100.0,3.1,4.1,67,1.0,10.1,0.0,0,0.0
W5934,2025-02-28 17:04:20.064563,41.7,54.0,0.0,0.0,87,0.6,28.1,13.400000000000006,1,125.27
W5935,2025-06-30 17:04:20.064563,29.4,76.9,0.0,0.0,75,0.0,56.4,0.0,0,0.0
W5936,2026-02-13 17:04:20.064563,37.3,41.5,0.0,0.0,68,1.0,17.0,4.599999999999994,0,0.0
W5937,2025-07-02 17:04:20.064563,9.2,100.0,0.0,0.0,120,0.0,4.0,0.0,0,0.0
W5938,2025-11-08 17:04:20.064563,37.4,46.6,0.0,0.0,105,0.3,44.9,4.799999999999997,0,0.0
W5939,2024-04-15 17:04:20.064563,45.0,30.3,0.0,0.0,39,0.0,34.7,20.0,1,226.94
W5940,2025-07-24 17:04:20.064563,11.8,88.0,0.0,0.0,74,0.2,42.0,0.0,0,0.0
W5941,2024-07-15 17:04:20.064563,32.7,71.6,0.0,0.0,92,1.5,45.4,0.21599999999999947,0,0.0
W5942,2024-12-07 17:04:20.064563,25.0,68.8,0.0,0.0,106,0.8,76.6,0.0,0,0.0
W5943,2024-05-26 17:04:20.064563,9.6,100.0,0.0,0.0,70,0.9,96.1,0.0,0,0.0
W5944,2025-04-13 17:04:20.064563,29.9,70.6,3.4,3.4,68,1.1,26.2,0.0,0,0.0
W5945,2025-12-26 17:04:20.064563,33.3,56.1,3.5,3.5,74,0.0,94.2,0.0,0,0.0
W5946,2024-10-29 17:04:20.064563,19.0,93.1,5.6,5.6,81,0.0,22.8,0.0,0,0.0
W5947,2026-02-09 17:04:20.064563,36.7,59.5,0.6,0.6,46,0.0,75.5,3.4000000000000057,0,0.0
W5948,2026-03-06 17:04:20.064563,8.3,88.2,45.6,45.6,15,0.0,68.1,22.8,1,201.83
W5949,2024-11-08 17:04:20.064563,10.1,100.0,3.7,3.7,96,0.1,5.2,0.0,0,0.0
W5950,2025-02-04 17:04:20.064563,26.4,73.0,0.0,0.0,58,0.0,72.5,0.0,0,0.0
W5951,2025-05-14 17:04:20.064563,25.3,72.3,0.0,0.0,120,0.2,90.1,0.0,0,0.0
W5952,2025-03-14 17:04:20.064563,17.8,74.7,4.4,4.4,52,0.5,93.0,0.0,0,0.0
W5953,2025-08-28 17:04:20.064563,33.1,72.2,0.5,0.5,73,0.0,68.5,0.3410000000000006,0,0.0
W5954,2025-09-17 17:04:20.064563,30.3,69.7,0.0,0.0,85,0.9,78.7,0.0,0,0.0
W5955,2024-03-27 17:04:20.064563,33.6,65.9,4.6,4.6,25,0.0,7.2,0.0,0,0.0
W5956,2026-03-05 17:04:20.064563,23.8,69.3,0.0,0.0,134,0.0,16.1,0.0,0,0.0
W5957,2024-12-12 17:04:20.064563,31.0,71.8,0.0,0.0,69,0.0,26.2,0.08999999999999986,0,0.0
W5958,2024-11-27 17:04:20.064563,20.5,88.3,0.0,0.0,60,0.0,53.1,0.0,0,0.0
W5959,2025-01-06 17:04:20.064563,45.0,35.8,12.8,12.8,27,0.1,38.6,23.2,1,208.23
W5960,2024-06-21 17:04:20.064563,16.9,70.5,0.0,0.0,83,0.0,65.7,0.0,0,0.0
W5961,2025-04-30 17:04:20.064563,45.0,48.3,0.0,0.0,81,1.0,44.6,20.0,1,434.21
W5962,2026-02-05 17:04:20.064563,25.3,56.2,10.2,10.2,32,0.1,77.5,2.55,1,31.8
W5963,2025-03-03 17:04:20.064563,11.2,94.7,0.8,0.8,46,0.0,71.4,0.0,0,0.0
W5964,2024-06-03 17:04:20.064563,38.7,47.5,0.0,0.0,96,0.0,74.7,7.400000000000006,1,39.13
W5965,2025-10-06 17:04:20.064563,26.3,82.8,1.6,1.6,58,1.1,82.9,0.0,0,0.0
W5966,2024-09-16 17:04:20.064563,33.5,55.8,0.0,0.0,40,0.0,83.4,0.0,0,0.0
W5967,2025-07-18 17:04:20.064563,37.2,65.2,5.9,5.9,59,0.2,78.0,4.400000000000006,0,0.0
W5968,2025-02-02 17:04:20.064563,28.4,62.3,2.5,2.5,61,0.2,6.6,0.0,0,0.0
W5969,2025-03-15 17:04:20.064563,19.1,91.4,0.0,0.0,112,1.0,62.3,0.0,0,0.0
W5970,2024-10-27 17:04:20.064563,34.8,78.5,1.3,1.3,60,0.1,2.0,2.0399999999999987,0,0.0
W5971,2025-10-26 17:04:20.064563,25.0,61.8,0.0,0.0,67,0.0,74.4,0.0,0,0.0
W5972,2024-12-18 17:04:20.064563,31.9,65.1,11.3,11.3,54,0.2,6.1,2.825,0,0.0
W5973,2024-09-21 17:04:20.064563,3.5,100.0,7.0,7.0,47,0.7,98.3,0.0,0,0.0
W5974,2026-02-15 17:04:20.064563,29.5,66.5,9.0,9.0,63,0.1,61.4,0.0,0,0.0
W5975,2024-09-28 17:04:20.064563,18.6,82.7,0.0,0.0,51,1.1,18.2,0.0,0,0.0
W5976,2025-08-10 17:04:20.064563,41.5,55.6,0.0,0.0,66,0.0,46.8,13.0,1,104.38
W5977,2024-10-08 17:04:20.064563,31.2,63.6,0.0,0.0,79,0.0,82.7,0.0,0,0.0
W5978,2024-11-13 17:04:20.064563,27.4,51.8,0.0,0.0,93,0.0,18.0,0.0,0,0.0
W5979,2024-11-20 17:04:20.064563,29.9,76.5,0.0,0.0,58,0.8,53.7,0.0,0,0.0
W5980,2024-12-14 17:04:20.064563,15.0,67.4,0.0,0.0,58,0.9,0.4,0.0,0,0.0
W5981,2024-10-15 17:04:20.064563,41.2,44.0,0.0,0.0,100,0.0,78.8,12.400000000000006,1,181.18
W5982,2024-11-07 17:04:20.064563,44.9,54.7,0.0,0.0,58,0.0,19.5,19.799999999999997,1,93.7
W5983,2024-10-11 17:04:20.064563,28.9,63.0,1.7,1.7,64,0.2,38.7,0.0,0,0.0
W5984,2024-11-28 17:04:20.064563,40.9,41.7,0.0,0.0,102,0.0,53.0,11.799999999999997,0,0.0
W5985,2025-12-11 17:04:20.064563,19.3,89.8,5.4,5.4,58,0.0,14.5,0.0,0,0.0
W5986,2025-03-17 17:04:20.064563,17.0,75.9,0.0,0.0,62,0.6,92.7,0.0,0,0.0
W5987,2024-08-24 17:04:20.064563,25.4,59.7,0.0,0.0,63,0.4,46.9,0.0,0,0.0
W5988,2024-07-05 17:04:20.064563,29.3,68.7,1.7,1.7,48,0.0,23.2,0.0,0,0.0
W5989,2024-07-18 17:04:20.064563,21.1,76.6,0.0,0.0,75,0.0,73.5,0.0,0,0.0
W5990,2024-06-06 17:04:20.064563,30.4,52.0,0.0,0.0,47,0.0,89.4,0.0,0,0.0
W5991,2026-02-08 17:04:20.064563,28.1,74.3,0.0,0.0,81,0.0,91.3,0.0,0,0.0
W5992,2026-01-26 17:04:20.064563,15.0,92.1,0.0,0.0,65,0.1,43.1,0.0,0,0.0
W5993,2025-08-04 17:04:20.064563,30.2,61.1,0.0,0.0,69,1.2,35.9,0.0,1,44.91
W5994,2025-12-06 17:04:20.064563,33.6,56.6,1.6,1.6,95,1.3,92.9,0.0,0,0.0
W5995,2024-03-24 17:04:20.064563,26.7,74.6,0.2,0.2,34,0.0,5.3,0.0,0,0.0
W5996,2025-09-23 17:04:20.064563,36.5,67.1,0.0,0.0,63,0.3,75.1,3.0,0,0.0
W5997,2024-04-30 17:04:20.064563,12.8,87.9,0.0,0.0,75,0.3,17.8,0.0,0,0.0
W5998,2025-07-24 17:04:20.064563,29.7,72.0,2.9,2.9,44,0.2,46.6,0.0,0,0.0
W5999,2025-04-02 17:04:20.064563,13.3,95.7,1.7,1.7,77,0.0,95.4,0.0,0,0.0
W6000,2025-12-13 17:04:20.064563,13.9,98.0,1.8,1.8,46,0.0,58.1,0.0,0,0.0
W6001,2025-02-03 17:04:20.064563,18.7,82.4,0.0,0.0,66,0.3,52.3,0.0,1,35.67
W6002,2025-08-04 17:04:20.064563,15.6,77.5,0.0,0.0,57,0.0,6.2,0.0,0,0.0
W6003,2025-10-27 17:04:20.064563,19.5,76.1,5.0,5.0,53,0.1,27.7,0.0,0,0.0
W6004,2024-12-24 17:04:20.064563,22.9,79.1,22.8,22.8,15,0.0,0.3,11.4,1,98.27
W6005,2025-08-02 17:04:20.064563,33.4,78.1,0.0,0.0,58,0.0,87.5,1.3769999999999984,0,0.0
W6006,2024-09-21 17:04:20.064563,21.8,72.5,0.0,0.0,48,0.0,64.5,0.0,0,0.0
W6007,2025-08-23 17:04:20.064563,9.1,100.0,0.0,0.0,44,0.3,11.8,0.0,0,0.0
W6008,2024-12-29 17:04:20.064563,36.4,52.1,0.0,0.0,63,0.0,36.3,2.799999999999997,0,0.0
W6009,2025-04-29 17:04:20.064563,16.6,86.2,0.2,0.2,57,0.3,81.1,0.0,1,52.29
W6010,2024-10-31 17:04:20.064563,24.4,88.5,3.2,3.2,36,0.0,14.0,0.0,0,0.0
W6011,2025-10-29 17:04:20.064563,29.5,73.4,0.0,0.0,62,0.2,23.0,0.0,0,0.0
W6012,2024-07-27 17:04:20.064563,27.0,57.1,0.0,0.0,46,1.8,54.1,0.0,0,0.0
W6013,2024-05-12 17:04:20.064563,35.9,50.4,0.0,0.0,85,0.0,14.5,1.7999999999999972,0,0.0
W6014,2025-09-07 17:04:20.064563,29.8,77.9,0.0,0.0,104,0.5,38.3,0.0,0,0.0
W6015,2025-05-25 17:04:20.064563,16.4,86.8,0.0,0.0,81,0.0,98.2,0.0,0,0.0
W6016,2025-07-20 17:04:20.064563,45.0,31.0,0.0,0.0,80,0.0,54.4,20.0,1,553.26
W6017,2025-09-22 17:04:20.064563,26.9,61.4,5.0,5.0,59,0.5,70.2,0.0,0,0.0
W6018,2024-04-20 17:04:20.064563,23.5,81.7,0.0,0.0,48,0.3,66.3,0.0,0,0.0
W6019,2025-08-14 17:04:20.064563,34.6,68.0,0.0,0.0,15,0.7,21.2,0.0,0,0.0
W6020,2025-03-08 17:04:20.064563,27.5,68.9,0.0,0.0,30,1.0,84.6,0.0,0,0.0
W6021,2025-04-25 17:04:20.064563,29.0,91.3,0.0,0.0,37,0.7,12.2,0.0,0,0.0
W6022,2026-02-18 17:04:20.064563,45.0,50.7,0.0,0.0,74,0.9,92.2,20.0,1,267.24
W6023,2024-09-12 17:04:20.064563,22.2,74.2,1.4,1.4,52,0.2,21.6,0.0,1,27.32
W6024,2025-06-29 17:04:20.064563,21.8,69.1,0.5,0.5,35,0.0,95.5,0.0,0,0.0
W6025,2024-07-19 17:04:20.064563,26.2,61.0,0.0,0.0,15,0.8,79.8,0.0,0,0.0
W6026,2026-03-03 17:04:20.064563,35.7,59.8,0.0,0.0,94,0.0,17.1,1.4000000000000057,0,0.0
W6027,2025-08-30 17:04:20.064563,9.9,90.2,6.1,6.1,46,0.7,16.0,0.0,0,0.0
W6028,2025-07-02 17:04:20.064563,5.3,100.0,0.0,0.0,65,0.0,8.5,0.0,0,0.0
W6029,2025-02-04 17:04:20.064563,19.1,96.0,0.0,0.0,35,0.0,24.7,0.0,0,0.0
W6030,2026-02-21 17:04:20.064563,8.7,100.0,0.0,0.0,43,0.0,65.9,0.0,0,0.0
W6031,2024-03-26 17:04:20.064563,20.8,67.1,0.0,0.0,38,0.4,52.0,0.0,0,0.0
W6032,2024-03-30 17:04:20.064563,30.0,58.2,2.5,2.5,41,0.0,61.3,0.0,0,0.0
W6033,2026-02-06 17:04:20.064563,16.1,98.4,0.0,0.0,81,0.0,3.1,0.0,0,0.0
W6034,2024-10-19 17:04:20.064563,10.7,88.3,0.0,0.0,20,0.0,8.0,0.0,0,0.0
W6035,2025-04-10 17:04:20.064563,25.7,82.7,11.4,11.4,19,1.0,69.2,2.85,0,0.0
W6036,2025-11-02 17:04:20.064563,33.6,64.3,0.0,0.0,50,0.5,84.8,0.0,0,0.0
W6037,2024-06-29 17:04:20.064563,8.1,98.4,1.0,1.0,38,0.3,35.9,0.0,0,0.0
W6038,2025-02-14 17:04:20.064563,33.2,53.2,0.0,0.0,61,0.0,16.6,0.0,0,0.0
W6039,2025-03-23 17:04:20.064563,33.2,59.3,0.0,0.0,15,0.0,30.8,0.0,0,0.0
W6040,2025-12-05 17:04:20.064563,34.5,60.1,0.0,0.0,78,0.0,41.2,0.0,0,0.0
W6041,2024-12-08 17:04:20.064563,37.2,64.5,0.0,0.0,15,0.3,63.0,4.400000000000006,0,0.0
W6042,2024-09-25 17:04:20.064563,45.0,33.6,0.0,0.0,17,0.0,40.9,20.0,0,0.0
W6043,2025-09-30 17:04:20.064563,21.4,75.2,0.0,0.0,30,0.0,89.7,0.0,0,0.0
W6044,2024-12-12 17:04:20.064563,26.1,71.3,0.1,0.1,25,0.1,40.1,0.0,0,0.0
W6045,2024-11-15 17:04:20.064563,20.8,85.4,0.3,0.3,46,0.0,18.1,0.0,0,0.0
W6046,2024-12-18 17:04:20.064563,25.0,63.4,4.5,4.5,35,0.0,24.8,0.0,0,0.0
W6047,2025-07-13 17:04:20.064563,40.3,36.3,0.0,0.0,39,0.0,46.5,10.599999999999994,1,139.29
W6048,2025-12-05 17:04:20.064563,11.5,99.4,0.0,0.0,15,2.1,78.2,0.0,0,0.0
W6049,2025-03-04 17:04:20.064563,16.4,70.2,0.0,0.0,33,0.0,86.9,0.0,0,0.0
W6050,2025-03-27 17:04:20.064563,38.8,64.7,0.0,0.0,36,0.9,18.5,7.599999999999994,1,108.06
W6051,2024-09-22 17:04:20.064563,35.2,55.6,5.6,5.6,49,0.4,0.3,0.4000000000000057,0,0.0
W6052,2025-08-10 17:04:20.064563,21.4,62.5,0.0,0.0,39,0.3,86.9,0.0,0,0.0
W6053,2025-05-26 17:04:20.064563,33.5,54.9,0.0,0.0,42,0.8,22.8,0.0,0,0.0
W6054,2024-10-19 17:04:20.064563,28.4,71.2,0.0,0.0,73,0.0,82.2,0.0,0,0.0
W6055,2025-05-21 17:04:20.064563,40.0,44.7,0.0,0.0,15,0.0,55.1,10.0,0,0.0
W6056,2026-03-05 17:04:20.064563,25.7,71.6,3.6,3.6,18,0.3,40.4,0.0,0,0.0
W6057,2025-04-03 17:04:20.064563,35.3,64.5,0.0,0.0,15,0.0,14.7,0.5999999999999943,1,40.42
W6058,2025-03-26 17:04:20.064563,45.0,40.5,4.0,4.0,56,0.0,67.2,20.0,1,427.58
W6059,2025-05-02 17:04:20.064563,31.0,54.2,15.0,15.0,35,0.1,81.8,3.75,0,0.0
W6060,2024-12-29 17:04:20.064563,25.5,68.8,0.0,0.0,62,0.0,46.1,0.0,0,0.0
W6061,2025-06-22 17:04:20.064563,32.2,75.8,7.1,7.1,28,0.0,44.6,0.6380000000000006,0,0.0
W6062,2024-09-18 17:04:20.064563,21.3,94.8,1.3,1.3,36,0.0,75.5,0.0,0,0.0
W6063,2025-10-24 17:04:20.064563,45.0,22.3,0.0,0.0,21,0.0,50.0,20.0,1,261.78
W6064,2024-07-30 17:04:20.064563,26.8,80.7,0.0,0.0,45,0.4,78.6,0.0,0,0.0
W6065,2025-10-28 17:04:20.064563,22.3,79.1,2.9,2.9,15,0.1,5.4,0.0,0,0.0
W6066,2026-02-18 17:04:20.064563,16.6,94.3,8.2,8.2,15,0.2,85.8,0.0,0,0.0
W6067,2024-11-07 17:04:20.064563,36.0,50.5,0.0,0.0,20,0.0,26.2,2.0,0,0.0
W6068,2024-06-28 17:04:20.064563,33.7,41.8,0.0,0.0,66,0.0,16.9,0.0,0,0.0
W6069,2024-12-19 17:04:20.064563,20.0,85.8,0.0,0.0,18,0.0,3.2,0.0,0,0.0
W6070,2024-11-14 17:04:20.064563,30.8,54.4,0.0,0.0,20,0.0,83.4,0.0,0,0.0
W6071,2025-10-07 17:04:20.064563,9.9,81.2,7.2,7.2,19,0.0,6.0,0.0,0,0.0
W6072,2025-06-03 17:04:20.064563,26.8,56.5,0.0,0.0,45,0.0,95.4,0.0,0,0.0
W6073,2025-04-12 17:04:20.064563,29.5,71.7,0.0,0.0,52,0.0,56.5,0.0,0,0.0
W6074,2024-10-04 17:04:20.064563,42.1,48.3,0.0,0.0,15,1.2,69.9,14.200000000000003,1,118.14
W6075,2024-08-14 17:04:20.064563,17.3,91.9,3.5,3.5,17,0.7,72.5,0.0,0,0.0
W6076,2024-08-18 17:04:20.064563,12.2,98.4,1.5,1.5,27,0.5,29.3,0.0,0,0.0
W6077,2025-07-15 17:04:20.064563,16.0,81.7,0.0,0.0,32,0.0,80.6,0.0,0,0.0
W6078,2024-03-27 17:04:20.064563,11.6,91.8,0.0,0.0,42,1.0,94.6,0.0,1,24.88
W6079,2024-09-14 17:04:20.064563,38.4,47.3,0.0,0.0,41,0.1,37.0,6.799999999999997,1,37.57
W6080,2025-05-23 17:04:20.064563,40.5,47.2,0.0,0.0,25,0.0,83.5,11.0,0,0.0
W6081,2025-08-11 17:04:20.064563,28.2,58.0,0.0,0.0,47,0.0,77.2,0.0,1,29.37
W6082,2024-08-02 17:04:20.064563,37.2,58.1,2.2,2.2,39,0.0,59.0,4.400000000000006,0,0.0
W6083,2025-12-23 17:04:20.064563,26.3,81.2,0.0,0.0,41,0.0,36.8,0.0,0,0.0
W6084,2025-08-29 17:04:20.064563,24.0,65.8,0.0,0.0,15,0.0,41.5,0.0,0,0.0
W6085,2025-09-15 17:04:20.064563,21.7,90.3,6.5,6.5,24,0.0,30.8,0.0,0,0.0
W6086,2025-02-04 17:04:20.064563,21.9,78.3,6.1,6.1,35,0.0,42.6,0.0,0,0.0
W6087,2025-07-29 17:04:20.064563,9.5,98.1,1.6,1.6,15,0.7,99.0,0.0,0,0.0
W6088,2025-01-19 17:04:20.064563,27.6,51.5,0.0,0.0,25,0.0,36.3,0.0,0,0.0
W6089,2024-11-29 17:04:20.064563,24.6,55.0,0.0,0.0,53,0.0,66.6,0.0,0,0.0
W6090,2025-10-14 17:04:20.064563,32.5,62.8,0.0,0.0,30,0.0,32.0,0.0,0,0.0
W6091,2025-10-20 17:04:20.064563,25.9,79.0,0.0,0.0,20,0.0,46.7,0.0,0,0.0
W6092,2024-05-05 17:04:20.064563,23.4,68.2,0.0,0.0,51,0.0,8.4,0.0,0,0.0
W6093,2025-04-29 17:04:20.064563,16.3,100.0,0.0,0.0,15,0.0,76.3,0.0,0,0.0
W6094,2024-06-27 17:04:20.064563,25.7,78.8,0.0,0.0,15,2.1,66.1,0.0,0,0.0
W6095,2026-02-23 17:04:20.064563,32.4,52.3,0.0,0.0,15,0.0,34.7,0.0,0,0.0
W6096,2024-09-01 17:04:20.064563,13.6,90.0,0.0,0.0,44,0.7,52.5,0.0,0,0.0
W6097,2024-05-18 17:04:20.064563,25.9,96.0,0.0,0.0,31,0.0,87.2,0.0,0,0.0
W6098,2024-10-24 17:04:20.064563,27.3,56.6,0.0,0.0,22,0.0,4.4,0.0,0,0.0
W6099,2024-12-03 17:04:20.064563,17.8,88.6,0.0,0.0,42,0.0,93.0,0.0,0,0.0
W6100,2025-07-18 17:04:20.064563,19.1,78.1,9.4,9.4,15,0.0,47.1,0.0,0,0.0
W6101,2025-12-22 17:04:20.064563,27.3,76.1,1.9,1.9,15,0.0,86.0,0.0,0,0.0
W6102,2024-06-24 17:04:20.064563,13.7,100.0,0.0,0.0,37,0.4,86.1,0.0,0,0.0
W6103,2025-06-21 17:04:20.064563,28.5,63.4,2.6,2.6,15,0.0,5.9,0.0,0,0.0
W6104,2025-02-23 17:04:20.064563,16.0,97.1,5.9,5.9,18,1.3,78.2,0.0,0,0.0
